author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
Joel Fagliano,,Normal,2022-08-20,Saturday,6,Mini,20430,,0,100,True,,89
Joel Fagliano,,Normal,2022-08-21,Sunday,0,Mini,20445,,0,100,True,,32
Joel Fagliano,,Normal,2022-08-22,Monday,1,Mini,20449,,0,100,True,,66
Joel Fagliano,,Normal,2022-08-23,Tuesday,2,Mini,20450,,0,100,True,,32
Joel Fagliano,,Normal,2022-08-24,Wednesday,3,Mini,20451,,0,100,True,,55
Joel Fagliano,,Normal,2022-08-25,Thursday,4,Mini,20453,,0,100,True,,34
Joel Fagliano,,Normal,2022-08-26,Friday,5,Mini,20454,,0,100,True,,86
Joel Fagliano,,Normal,2022-08-27,Saturday,6,Mini,20458,,0,100,True,,162
Joel Fagliano,,Normal,2022-08-28,Sunday,0,Mini,20462,,0,100,True,,136
Joel Fagliano,,Normal,2022-08-29,Monday,1,Mini,20534,,0,100,True,,
Joel Fagliano,,Normal,2022-08-30,Tuesday,2,Mini,20535,,0,100,True,,149
Joel Fagliano,,Normal,2022-08-31,Wednesday,3,Mini,20543,,0,100,True,,151
Joel Fagliano,,Normal,2022-09-01,Thursday,4,Mini,20567,,0,100,True,,73
Joel Fagliano,,Normal,2022-09-02,Friday,5,Mini,20569,,0,100,True,,33
Joel Fagliano,,Normal,2022-09-03,Saturday,6,Mini,20570,,0,100,True,,96
Joel Fagliano,,Normal,2022-09-04,Sunday,0,Mini,20510,,0,100,True,,56
Joel Fagliano,,Normal,2022-09-05,Monday,1,Mini,20508,,0,100,True,,94
Joel Fagliano,,Normal,2022-09-06,Tuesday,2,Mini,20512,,0,100,True,,89
Joel Fagliano,,Normal,2022-09-07,Wednesday,3,Mini,20514,,0,100,True,,152
Joel Fagliano,,Normal,2022-09-08,Thursday,4,Mini,20522,,0,100,True,,108
Joel Fagliano,,Normal,2022-09-09,Friday,5,Mini,20575,,0,100,True,,180
Joel Fagliano,,Normal,2022-09-10,Saturday,6,Mini,20560,,0,100,True,,222
Joel Fagliano,,Normal,2022-09-11,Sunday,0,Mini,20592,,0,100,True,,132
Joel Fagliano,,Normal,2022-09-12,Monday,1,Mini,20593,,0,100,True,,96
Joel Fagliano,,Normal,2022-09-13,Tuesday,2,Mini,20597,,0,100,True,,61
Joel Fagliano,,Normal,2022-09-14,Wednesday,3,Mini,20599,,0,100,True,,365
Joel Fagliano,,Normal,2022-09-15,Thursday,4,Mini,20600,,0,100,True,,72
Joel Fagliano,,Normal,2022-09-16,Friday,5,Mini,20604,,0,100,True,,59
Joel Fagliano,,Normal,2022-09-17,Saturday,6,Mini,20605,,0,100,True,,265
Joel Fagliano,,Normal,2022-09-18,Sunday,0,Mini,20606,,0,100,True,,115
Joel Fagliano,,Normal,2022-09-19,Monday,1,Mini,20526,,0,100,True,,39
Joel Fagliano,,Normal,2022-09-20,Tuesday,2,Mini,20504,,0,100,True,,120
Joel Fagliano,,Normal,2022-09-21,Wednesday,3,Mini,20521,,0,100,True,,164
Joel Fagliano,,Normal,2022-09-22,Thursday,4,Mini,20499,,0,100,True,,35
Joel Fagliano,,Normal,2022-09-23,Friday,5,Mini,20505,,0,100,True,,35
Joel Fagliano,,Normal,2022-09-24,Saturday,6,Mini,20561,,0,100,True,,87
Joel Fagliano,,Normal,2022-09-25,Sunday,0,Mini,20601,,0,100,True,,275
Wyna Liu,Joel Fagliano,Normal,2022-09-26,Monday,1,Mini,20422,,0,100,True,,117
Tracy Bennett,Joel Fagliano,Normal,2022-09-27,Tuesday,2,Mini,20402,,0,100,True,,152
Sam Ezersky,Joel Fagliano,Normal,2022-09-28,Wednesday,3,Mini,20549,,0,100,True,,36
Joel Fagliano,,Normal,2022-09-29,Thursday,4,Mini,20576,,0,100,True,,62
Joel Fagliano,,Normal,2022-09-30,Friday,5,Mini,20519,,0,100,True,,47
Sam Ezersky,Joel Fagliano,Normal,2022-10-01,Saturday,6,Mini,20554,,0,100,True,,269
Joel Fagliano,,Normal,2022-10-02,Sunday,0,Mini,20500,,0,100,True,,93
Wyna Liu,Joel Fagliano,Normal,2022-10-03,Monday,1,Mini,20439,,0,100,True,,83
Tracy Bennett,Joel Fagliano,Normal,2022-10-04,Tuesday,2,Mini,20528,,0,100,True,,47
Sam Ezersky,Joel Fagliano,Normal,2022-10-05,Wednesday,3,Mini,20546,,0,100,True,,143
Joel Fagliano,,Normal,2022-10-06,Thursday,4,Mini,20511,,0,100,True,,74
Helen Chen,Joel Fagliano,Normal,2022-10-07,Friday,5,Mini,20540,,0,100,True,,141
Tracy Bennett,Joel Fagliano,Normal,2022-10-08,Saturday,6,Mini,20532,,0,100,True,,431
Sam Ezersky,Joel Fagliano,Normal,2022-10-09,Sunday,0,Mini,20552,,0,100,True,,129
Joel Fagliano,,Normal,2022-10-10,Monday,1,Mini,20524,,0,100,True,,100
Wyna Liu,Joel Fagliano,Normal,2022-10-11,Tuesday,2,Mini,20421,,0,100,True,,27
Tracy Bennett,Joel Fagliano,Normal,2022-10-12,Wednesday,3,Mini,20529,,0,100,True,,55
Joel Fagliano,,Normal,2022-10-13,Thursday,4,Mini,20518,,0,100,True,,57
Kanyin Ajayi,Joel Fagliano,Normal,2022-10-14,Friday,5,Mini,20537,,0,100,True,,128
Sam Ezersky,Joel Fagliano,Normal,2022-10-15,Saturday,6,Mini,20553,,0,100,True,,295
Joel Fagliano,,Normal,2022-10-16,Sunday,0,Mini,20503,,0,100,True,,48
Wyna Liu,Joel Fagliano,Normal,2022-10-17,Monday,1,Mini,20429,,0,100,True,,79
Tracy Bennett,Joel Fagliano,Normal,2022-10-18,Tuesday,2,Mini,20438,,0,100,True,,87
Joel Fagliano,,Normal,2022-10-19,Wednesday,3,Mini,20507,,0,100,True,,41
Sam Ezersky,Joel Fagliano,Normal,2022-10-20,Thursday,4,Mini,20551,,0,100,True,,182
Ailee Yoshida,Joel Fagliano,Normal,2022-10-21,Friday,5,Mini,20536,,0,100,True,,141
Joel Fagliano,,Normal,2022-10-22,Saturday,6,Mini,20586,,0,100,True,,100
Wyna Liu,Joel Fagliano,Normal,2022-10-23,Sunday,0,Mini,20441,,0,100,True,,100
Sam Ezersky,,Normal,2022-10-24,Monday,1,Mini,20547,,0,100,True,,52
Joel Fagliano,,Normal,2022-10-25,Tuesday,2,Mini,20517,,0,100,True,,206
Tracy Bennett,,Normal,2022-10-26,Wednesday,3,Mini,20533,,0,100,True,,100
Joel Fagliano,,Normal,2022-10-27,Thursday,4,Mini,20502,,0,100,True,,45
Trey Mendez,,Normal,2022-10-28,Friday,5,Mini,20544,,0,100,True,,46
Wyna Liu,,Normal,2022-10-29,Saturday,6,Mini,20427,,0,100,True,,169
Joel Fagliano,,Normal,2022-10-30,Sunday,0,Mini,20573,,0,100,True,,66
Tracy Bennett,,Normal,2022-10-31,Monday,1,Mini,20442,,0,100,True,,57
Sam Ezersky,Joel Fagliano,Normal,2022-11-01,Tuesday,2,Mini,20548,,0,100,True,,78
Joel Fagliano,,Normal,2022-11-02,Wednesday,3,Mini,20563,,0,100,True,,45
Joel Fagliano,,Normal,2022-11-03,Thursday,4,Mini,20515,,0,100,True,,77
Joel Fagliano,,Normal,2022-11-04,Friday,5,Mini,20562,,0,100,True,,236
Tracy Bennett,Joel Fagliano,Normal,2022-11-05,Saturday,6,Mini,20452,,0,100,True,,227
Wyna Liu,Joel Fagliano,Normal,2022-11-06,Sunday,0,Mini,20431,,0,100,True,,100
Sam Ezersky,Joel Fagliano,Normal,2022-11-07,Monday,1,Mini,20558,,0,100,True,,56
Joel Fagliano,,Normal,2022-11-08,Tuesday,2,Mini,20506,,0,100,True,,37
Wyna Liu,Joel Fagliano,Normal,2022-11-09,Wednesday,3,Mini,20434,,0,100,True,,38
Everdeen Mason,Joel Fagliano,Normal,2022-11-10,Thursday,4,Mini,20649,,0,100,True,,24
Tracy Bennett,Joel Fagliano,Normal,2022-11-11,Friday,5,Mini,20461,,0,100,True,,78
Joel Fagliano,,Normal,2022-11-12,Saturday,6,Mini,20513,,0,100,True,,90
Sam Ezersky,Joel Fagliano,Normal,2022-11-13,Sunday,0,Mini,20555,,0,100,True,,53
Helen Chen,Joel Fagliano,Normal,2022-11-14,Monday,1,Mini,20538,,0,100,True,,45
Christina Iverson,Joel Fagliano,Normal,2022-11-15,Tuesday,2,Mini,20717,,0,100,True,,60
Wyna Liu,Joel Fagliano,Normal,2022-11-16,Wednesday,3,Mini,20417,,0,100,True,,125
Christina Iverson,Joel Fagliano,Normal,2022-11-17,Thursday,4,Mini,20716,,0,100,True,,45
Tracy Bennett,Joel Fagliano,Normal,2022-11-18,Friday,5,Mini,20530,,0,100,True,,29
Joel Fagliano,,Normal,2022-11-19,Saturday,6,Mini,20577,,0,100,True,,132
Trey Mendez,Joel Fagliano,Normal,2022-11-20,Sunday,0,Mini,20541,,0,100,True,,69
Christina Iverson,Joel Fagliano,Normal,2022-11-21,Monday,1,Mini,20720,,0,100,True,,26
Wyna Liu,,Normal,2022-11-22,Tuesday,2,Mini,20418,,0,100,True,,96
Joel Fagliano,,Normal,2022-11-23,Wednesday,3,Mini,20520,,0,100,True,,136
Tracy Bennett,,Normal,2022-11-24,Thursday,4,Mini,20400,,0,100,True,,59
Everdeen Mason,Joel Fagliano,Normal,2022-11-25,Friday,5,Mini,20650,,0,100,True,,77
Christina Iverson,Joel Fagliano,Normal,2022-11-26,Saturday,6,Mini,20713,,0,100,True,,193
Sam Ezersky,,Normal,2022-11-27,Sunday,0,Mini,20578,,0,100,True,,106
Joel Fagliano,,Normal,2022-11-28,Monday,1,Mini,20501,,0,100,True,,35
Kanyin Ajayi,,Normal,2022-11-29,Tuesday,2,Mini,20539,,0,100,True,,93
Sam Ezersky,,Normal,2022-11-30,Wednesday,3,Mini,20580,,0,100,True,,120
Joel Fagliano,,Normal,2022-12-01,Thursday,4,Mini,20523,,0,100,True,,29
Ailee Yoshida,,Normal,2022-12-02,Friday,5,Mini,20542,,0,100,True,,45
Wyna Liu,,Normal,2022-12-03,Saturday,6,Mini,20428,,0,100,True,,356
Sam Ezersky,,Normal,2022-12-04,Sunday,0,Mini,20581,,0,100,True,,155
Tracy Bennett,Joel Fagliano,Normal,2022-12-05,Monday,1,Mini,20724,,0,100,True,,84
Christina Iverson,Joel Fagliano,Normal,2022-12-06,Tuesday,2,Mini,20742,,0,100,True,,29
Joel Fagliano,,Normal,2022-12-07,Wednesday,3,Mini,20579,,0,100,True,,112
Christina Iverson,Joel Fagliano,Normal,2022-12-08,Thursday,4,Mini,20722,,0,100,True,,63
Tracy Bennett,,Normal,2022-12-09,Friday,5,Mini,20432,,0,100,True,,35
Christina Iverson,Joel Fagliano,Normal,2022-12-10,Saturday,6,Mini,20712,,0,100,True,,210
Wyna Liu,,Normal,2022-12-11,Sunday,0,Mini,20448,,0,100,True,,60
Christina Iverson,Joel Fagliano,Normal,2022-12-12,Monday,1,Mini,20714,,0,100,True,,22
Tracy Bennett,Joel Fagliano,Normal,2022-12-13,Tuesday,2,Mini,20751,,0,100,True,,16
Wyna Liu,Joel Fagliano,Normal,2022-12-14,Wednesday,3,Mini,20749,,0,100,True,,39
Joel Fagliano,,Normal,2022-12-15,Thursday,4,Mini,20525,,0,100,True,,53
Christina Iverson,Joel Fagliano,Normal,2022-12-16,Friday,5,Mini,20719,,0,100,True,,57
Wyna Liu,Joel Fagliano,Normal,2022-12-17,Saturday,6,Mini,20746,,0,100,True,,66
Tracy Bennett,Joel Fagliano,Normal,2022-12-18,Sunday,0,Mini,20740,,0,100,True,,101
Christina Iverson,Joel Fagliano,Normal,2022-12-19,Monday,1,Mini,20710,,0,100,True,,49
Wyna Liu,Joel Fagliano,Normal,2022-12-20,Tuesday,2,Mini,20747,,0,100,True,,190
Joel Fagliano,,Normal,2022-12-21,Wednesday,3,Mini,20803,,0,100,True,,48
Christina Iverson,Joel Fagliano,Normal,2022-12-22,Thursday,4,Mini,20721,,0,100,True,,55
Joel Fagliano,,Normal,2022-12-23,Friday,5,Mini,20603,,0,100,True,,34
Joel Fagliano,,Normal,2022-12-24,Saturday,6,Mini,20574,,0,100,True,,99
Wyna Liu,,Normal,2022-12-25,Sunday,0,Mini,20419,,0,100,True,,32
Christina Iverson,Joel Fagliano,Normal,2022-12-26,Monday,1,Mini,20715,,0,100,True,,40
Joel Fagliano,,Normal,2022-12-27,Tuesday,2,Mini,20806,,0,100,True,,14
Wyna Liu,Joel Fagliano,Normal,2022-12-28,Wednesday,3,Mini,20748,,0,100,True,,115
Tracy Bennett,Joel Fagliano,Normal,2022-12-29,Thursday,4,Mini,20752,,0,100,True,,160
Joel Fagliano,,Normal,2022-12-30,Friday,5,Mini,20765,,0,100,True,,207
Sam Ezersky,Joel Fagliano,Normal,2022-12-31,Saturday,6,Mini,20791,,0,100,True,,75
Joel Fagliano,,Normal,2023-01-01,Sunday,0,Mini,20818,,0,100,True,,37
Gustie Owens,Joel Fagliano,Normal,2023-01-02,Monday,1,Mini,20830,,0,100,True,,3
Christina Iverson,Joel Fagliano,Normal,2023-01-03,Tuesday,2,Mini,20711,,0,100,True,,123
Joel Fagliano,,Normal,2023-01-04,Wednesday,3,Mini,20527,,0,100,True,,21
Wyna Liu,Joel Fagliano,Normal,2023-01-05,Thursday,4,Mini,20750,,0,100,True,,55
Joel Fagliano,,Normal,2023-01-06,Friday,5,Mini,20816,,0,100,True,,62
Sam Ezersky,Joel Fagliano,Normal,2023-01-07,Saturday,6,Mini,20795,,0,100,True,,338
Christina Iverson,Joel Fagliano,Normal,2023-01-08,Sunday,0,Mini,20718,,0,100,True,,126
Joel Fagliano,,Normal,2023-01-09,Monday,1,Mini,20805,,0,100,True,,38
Joel Fagliano,,Normal,2023-01-10,Tuesday,2,Mini,20825,,0,100,True,,47
Joel Fagliano,,Normal,2023-01-11,Wednesday,3,Mini,20826,,0,100,True,,48
Joel Fagliano,,Normal,2023-01-12,Thursday,4,Mini,20832,,0,100,True,,41
Joel Fagliano,,Normal,2023-01-13,Friday,5,Mini,20838,,0,100,True,,22
Joel Fagliano,,Normal,2023-01-14,Saturday,6,Mini,20837,,0,100,True,,125
Joel Fagliano,,Normal,2023-01-15,Sunday,0,Mini,20516,,0,100,True,,34
Joel Fagliano,,Normal,2023-01-16,Monday,1,Mini,20871,,0,100,True,,71
Joel Fagliano,,Normal,2023-01-17,Tuesday,2,Mini,20875,,0,100,True,,49
Joel Fagliano,,Normal,2023-01-18,Wednesday,3,Mini,20872,,0,100,True,,41
Joel Fagliano,,Normal,2023-01-19,Thursday,4,Mini,20879,,0,100,True,,48
Joel Fagliano,,Normal,2023-01-20,Friday,5,Mini,20880,,0,100,True,,42
Joel Fagliano,,Normal,2023-01-21,Saturday,6,Mini,20877,,0,100,True,,153
Joel Fagliano,,Normal,2023-01-22,Sunday,0,Mini,20878,,0,100,True,,24
Joel Fagliano,,Normal,2023-01-23,Monday,1,Mini,20881,,0,100,True,,192
Joel Fagliano,,Normal,2023-01-24,Tuesday,2,Mini,20886,,0,100,True,,38
Joel Fagliano,,Normal,2023-01-25,Wednesday,3,Mini,20887,,0,100,True,,48
Joel Fagliano,,Normal,2023-01-26,Thursday,4,Mini,20892,,0,100,True,,16
Joel Fagliano,,Normal,2023-01-27,Friday,5,Mini,20897,,0,100,True,,49
Joel Fagliano,,Normal,2023-01-28,Saturday,6,Mini,20901,,0,100,True,,87
Joel Fagliano,,Normal,2023-01-29,Sunday,0,Mini,20902,,0,100,True,,28
Joel Fagliano,,Normal,2023-01-30,Monday,1,Mini,20910,,0,100,True,,20
Joel Fagliano,,Normal,2023-01-31,Tuesday,2,Mini,20913,,0,100,True,,111
Joel Fagliano,,Normal,2023-02-01,Wednesday,3,Mini,20916,,0,100,True,,142
Joel Fagliano,,Normal,2023-02-02,Thursday,4,Mini,20917,,0,100,True,,78
Joel Fagliano,,Normal,2023-02-03,Friday,5,Mini,20921,,0,100,True,,41
Joel Fagliano,,Normal,2023-02-04,Saturday,6,Mini,20926,,0,100,True,,286
Joel Fagliano,,Normal,2023-02-05,Sunday,0,Mini,20924,,0,100,True,,183
Joel Fagliano,,Normal,2023-02-06,Monday,1,Mini,20925,,0,100,True,,17
Joel Fagliano,,Normal,2023-02-07,Tuesday,2,Mini,20931,,0,100,True,,142
Joel Fagliano,,Normal,2023-02-08,Wednesday,3,Mini,20932,,0,100,True,,43
Joel Fagliano,,Normal,2023-02-09,Thursday,4,Mini,20936,,0,100,True,,17
Joel Fagliano,,Normal,2023-02-10,Friday,5,Mini,20938,,0,100,True,,37
Joel Fagliano,,Normal,2023-02-11,Saturday,6,Mini,20941,,0,100,True,,122
Joel Fagliano,,Normal,2023-02-12,Sunday,0,Mini,20935,,0,100,True,,42
Joel Fagliano,,Normal,2023-02-13,Monday,1,Mini,20948,,0,100,True,,73
Joel Fagliano,,Normal,2023-02-14,Tuesday,2,Mini,20950,,0,100,True,,45
Joel Fagliano,,Normal,2023-02-15,Wednesday,3,Mini,20949,,0,100,True,,24
Joel Fagliano,,Normal,2023-02-16,Thursday,4,Mini,20954,,0,100,True,,37
Joel Fagliano,,Normal,2023-02-17,Friday,5,Mini,20958,,0,0,False,,46
Joel Fagliano,,Normal,2023-02-18,Saturday,6,Mini,20962,,0,100,True,,77
Joel Fagliano,,Normal,2023-02-19,Sunday,0,Mini,20960,,0,100,True,,48
Joel Fagliano,,Normal,2023-02-20,Monday,1,Mini,20965,,0,100,True,,32
Joel Fagliano,,Normal,2023-02-21,Tuesday,2,Mini,20967,,0,100,True,,39
Joel Fagliano,,Normal,2023-02-22,Wednesday,3,Mini,20966,,0,100,True,,41
Joel Fagliano,,Normal,2023-02-23,Thursday,4,Mini,20969,,0,100,True,,35
Joel Fagliano,,Normal,2023-02-24,Friday,5,Mini,20970,,0,100,True,,42
Joel Fagliano,,Normal,2023-02-25,Saturday,6,Mini,20971,,0,100,True,,81
Joel Fagliano,,Normal,2023-02-26,Sunday,0,Mini,20979,,0,100,True,,34
Joel Fagliano,,Normal,2023-02-27,Monday,1,Mini,20980,,0,100,True,,54
Joel Fagliano,,Normal,2023-02-28,Tuesday,2,Mini,20982,,0,100,True,,123
Joel Fagliano,,Normal,2023-03-01,Wednesday,3,Mini,20968,,0,100,True,,97
Joel Fagliano,,Normal,2023-03-02,Thursday,4,Mini,20975,,0,100,True,,78
Joel Fagliano,,Normal,2023-03-03,Friday,5,Mini,20986,,0,100,True,,48
Joel Fagliano,,Normal,2023-03-04,Saturday,6,Mini,20988,,0,100,True,,182
Joel Fagliano,,Normal,2023-03-05,Sunday,0,Mini,20987,,0,100,True,,36
Joel Fagliano,,Normal,2023-03-06,Monday,1,Mini,20994,,0,100,True,,106
Joel Fagliano,,Normal,2023-03-07,Tuesday,2,Mini,20995,,0,100,True,,54
Joel Fagliano,,Normal,2023-03-08,Wednesday,3,Mini,20996,,0,100,True,,105
Joel Fagliano,,Normal,2023-03-09,Thursday,4,Mini,20999,,0,100,True,,23
Joel Fagliano,,Normal,2023-03-10,Friday,5,Mini,21000,,0,100,True,,139
Joel Fagliano,,Normal,2023-03-11,Saturday,6,Mini,21001,Chris Cross,0,100,True,,220
Joel Fagliano,,Normal,2023-03-12,Sunday,0,Mini,21008,,0,100,True,,58
Joel Fagliano,,Normal,2023-03-13,Monday,1,Mini,21007,,0,100,True,,46
Joel Fagliano,,Normal,2023-03-14,Tuesday,2,Mini,21009,,0,100,True,,29
Joel Fagliano,,Normal,2023-03-15,Wednesday,3,Mini,21010,,0,100,True,,20
Joel Fagliano,,Normal,2023-03-16,Thursday,4,Mini,21015,,0,100,True,,51
Joel Fagliano,,Normal,2023-03-17,Friday,5,Mini,21019,,0,100,True,,22
Joel Fagliano,,Normal,2023-03-18,Saturday,6,Mini,21020,,0,100,True,,57
Joel Fagliano,,Normal,2023-03-19,Sunday,0,Mini,21022,,0,100,True,,127
Joel Fagliano,,Normal,2023-03-20,Monday,1,Mini,21023,,0,100,True,,33
Joel Fagliano,,Normal,2023-03-21,Tuesday,2,Mini,21024,"""On The Road""",0,100,True,,64
Joel Fagliano,,Normal,2023-03-22,Wednesday,3,Mini,21025,,0,100,True,,150
Joel Fagliano,,Normal,2023-03-23,Thursday,4,Mini,21033,,0,100,True,,13
Joel Fagliano,,Normal,2023-03-24,Friday,5,Mini,21032,,0,100,True,,52
Joel Fagliano,,Normal,2023-03-25,Saturday,6,Mini,21038,,0,100,True,,65
Joel Fagliano,,Normal,2023-03-26,Sunday,0,Mini,21034,,0,100,True,,74
Joel Fagliano,,Normal,2023-03-27,Monday,1,Mini,21035,,0,100,True,,25
Joel Fagliano,,Normal,2023-03-28,Tuesday,2,Mini,21039,,0,100,True,,73
Joel Fagliano,,Normal,2023-03-29,Wednesday,3,Mini,21043,,0,100,True,,60
Joel Fagliano,,Normal,2023-03-30,Thursday,4,Mini,21045,,0,100,True,,64
Joel Fagliano,,Normal,2023-03-31,Friday,5,Mini,21044,,0,100,True,,30
Joel Fagliano,,Normal,2023-04-01,Saturday,6,Mini,21056,,0,100,True,,193
Joel Fagliano,,Normal,2023-04-02,Sunday,0,Mini,21046,,0,100,True,,182
Joel Fagliano,,Normal,2023-04-03,Monday,1,Mini,21047,,0,100,True,,37
Joel Fagliano,,Normal,2023-04-04,Tuesday,2,Mini,21049,,0,100,True,,98
Joel Fagliano,,Normal,2023-04-05,Wednesday,3,Mini,21059,,0,100,True,,46
Joel Fagliano,,Normal,2023-04-06,Thursday,4,Mini,21050,,0,100,True,,99
Joel Fagliano,,Normal,2023-04-07,Friday,5,Mini,21060,,0,100,True,,66
Joel Fagliano,,Normal,2023-04-08,Saturday,6,Mini,21061,,0,100,True,,130
Joel Fagliano,,Normal,2023-04-09,Sunday,0,Mini,21062,,0,100,True,,27
Joel Fagliano,,Normal,2023-04-10,Monday,1,Mini,21066,,0,100,True,,24
Joel Fagliano,,Normal,2023-04-11,Tuesday,2,Mini,21063,,0,100,True,,136
Joel Fagliano,,Normal,2023-04-12,Wednesday,3,Mini,21074,,0,100,True,,53
Joel Fagliano,,Normal,2023-04-13,Thursday,4,Mini,21076,,0,100,True,,51
Joel Fagliano,,Normal,2023-04-14,Friday,5,Mini,21077,,0,100,True,,60
Joel Fagliano,,Normal,2023-04-15,Saturday,6,Mini,21070,,0,100,True,,56
Joel Fagliano,,Normal,2023-04-16,Sunday,0,Mini,21073,,0,100,True,,26
Joel Fagliano,,Normal,2023-04-17,Monday,1,Mini,21088,,0,100,True,,29
Joel Fagliano,,Normal,2023-04-18,Tuesday,2,Mini,21087,,0,100,True,,129
Joel Fagliano,,Normal,2023-04-19,Wednesday,3,Mini,21091,,0,100,True,,94
Joel Fagliano,,Normal,2023-04-20,Thursday,4,Mini,21094,,0,100,True,,114
Joel Fagliano,,Normal,2023-04-21,Friday,5,Mini,21095,,0,100,True,,51
Joel Fagliano,,Normal,2023-04-22,Saturday,6,Mini,21097,,0,100,True,,88
Joel Fagliano,,Normal,2023-04-23,Sunday,0,Mini,21096,,0,100,True,,36
Joel Fagliano,,Normal,2023-04-24,Monday,1,Mini,21098,,0,100,True,,62
Joel Fagliano,,Normal,2023-04-25,Tuesday,2,Mini,21101,,0,100,True,,40
Joel Fagliano,,Normal,2023-04-26,Wednesday,3,Mini,21102,,0,100,True,,94
Joel Fagliano,,Normal,2023-04-27,Thursday,4,Mini,21106,,0,100,True,,105
Joel Fagliano,,Normal,2023-04-28,Friday,5,Mini,21100,,0,100,True,,66
Joel Fagliano,,Normal,2023-04-29,Saturday,6,Mini,21099,,0,100,True,,40
Joel Fagliano,,Normal,2023-04-30,Sunday,0,Mini,21107,,0,100,True,,49
Joel Fagliano,,Normal,2023-05-01,Monday,1,Mini,21092,,0,100,True,,54
Joel Fagliano,,Normal,2023-05-02,Tuesday,2,Mini,21093,,0,100,True,,48
Joel Fagliano,,Normal,2023-05-03,Wednesday,3,Mini,21109,,0,100,True,,43
Joel Fagliano,,Normal,2023-05-04,Thursday,4,Mini,21110,,0,100,True,,64
